First_Term_Gpa,Second_Term_Gpa,First_Language,Funding,FastTrack,Coop,Residency,Gender,Previous_Education,Age_Group,Math_Score,English_Grade,First_Year_Persistence
3.979167,3.333333,4,4.0,1,0,1,2.0,1,4,48.0,5,1.0
4.214286,4.047619,3,2.0,1,1,0,2.0,2,5,49.0,10,1.0
4.0,3.5,3,4.0,0,0,1,2.0,1,3,32.6760710553814,8,1.0
0.695652,2.8201755787000775,1,2.0,1,0,0,1.0,1,1,18.0,4,0.0
2.0,0.0,1,2.0,1,1,0,2.0,1,1,33.0,9,0.0
2.547619,2.891304,1,2.0,1,0,0,2.0,1,2,27.0,9,0.0
2.733333,3.02381,1,2.0,1,1,0,2.0,2,3,41.0,9,1.0
3.9,3.928571,3,4.0,0,1,1,1.0,1,3,32.6760710553814,10,1.0
3.152174,2.865385,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
3.043478,2.730769,3,4.0,0,1,1,2.0,1,3,32.6760710553814,8,1.0
2.416667,2.708333,3,4.0,0,1,1,2.0,1,4,32.6760710553814,8,1.0
2.842105,0.736842,1,2.0,1,0,0,2.0,1,1,23.0,9,1.0
3.9,3.727273,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
0.0,2.8201755787000775,1,2.0,1,0,0,2.0,1,2,15.0,3,0.0
1.730769,1.866667,4,4.0,1,0,1,2.0,1,3,35.0,10,1.0
2.891304,2.730769,1,1.0,1,0,0,2.0,1,1,20.0,7,1.0
3.277778,2.5,1,2.0,1,0,0,2.0,1,1,32.6760710553814,5,1.0
3.4,2.8201755787000775,1,2.0,1,1,0,2.0,2,3,33.0,9,0.0
3.586957,3.307692,3,4.0,0,1,1,1.0,1,4,32.6760710553814,8,0.0
2.456522,2.380952,3,4.0,1,1,1,2.0,1,1,37.0,9,1.0
2.25,2.2,1,2.0,1,1,0,2.0,2,2,32.6760710553814,7,1.0
0.0,0.0,1,2.0,1,1,0,2.0,1,1,16.0,9,0.0
2.456522,2.269231,3,4.0,0,1,1,2.0,1,3,32.6760710553814,8,1.0
3.543478,3.038462,1,1.0,1,0,0,2.0,1,2,28.0,7,1.0
4.152174,3.73913,1,2.0,1,0,0,1.0,2,4,25.0,9,1.0
4.386364,4.363636,3,8.0,1,1,0,2.0,0,7,49.0,10,1.0
3.738095,3.125,3,4.0,0,0,1,2.0,1,3,32.6760710553814,8,1.0
4.285714,4.413043,3,4.0,1,0,1,2.0,1,3,47.0,10,1.0
3.729167,3.653846,3,4.0,0,1,1,2.0,2,3,32.6760710553814,10,1.0
4.022727,4.0,3,2.0,1,0,0,2.0,1,3,45.0,9,1.0
2.825,3.0,1,2.0,1,1,0,2.0,1,1,28.0,9,1.0
4.25,4.175,4,4.0,1,1,1,2.0,0,4,32.6760710553814,10,1.0
3.875,3.979167,4,4.0,1,1,1,2.0,1,2,48.0,8,1.0
3.571429,2.717391,1,2.0,1,1,0,2.0,1,1,27.0,9,1.0
0.0,1.0,1,2.0,1,1,0,2.0,1,1,34.0,9,0.0
4.23913,2.8201755787000775,1,2.0,1,0,0,2.0,1,1,45.0,10,0.0
2.227273,2.62963,1,2.0,1,0,0,2.0,2,2,33.0,9,1.0
3.479167,3.473684,3,2.0,1,1,0,2.0,1,3,16.0,9,1.0
4.4375,4.384615,1,8.0,0,0,0,2.0,2,7,48.0,9,1.0
3.64,3.047619,1,2.0,1,1,0,2.0,2,4,32.6760710553814,9,1.0
2.7,3.204545,3,4.0,0,1,1,1.0,1,3,32.6760710553814,8,1.0
3.3125,3.888889,1,2.0,1,1,0,2.0,1,3,32.6760710553814,7,1.0
1.6,2.0,3,4.0,1,1,1,2.0,1,3,25.0,8,1.0
0.357143,0.0,1,2.0,1,1,0,2.0,0,3,26.0,4,1.0
3.695652,3.596154,3,2.0,0,1,0,1.0,2,4,32.6760710553814,8,1.0
3.717391,3.152174,3,2.0,1,0,0,2.0,1,1,44.0,9,1.0
2.5,2.26,3,4.0,0,1,1,2.0,1,1,32.6760710553814,7,1.0
4.041667,4.041667,4,4.0,1,1,1,2.0,1,4,48.0,8,1.0
4.066667,3.431034,3,2.0,1,1,0,2.0,2,3,31.0,9,1.0
3.72,2.761905,1,2.0,1,0,0,2.0,2,2,26.0,9,1.0
0.84,0.0,1,2.0,1,1,0,2.0,1,1,32.6760710553814,7,1.0
4.065217,3.461538,3,2.0,1,1,0,1.0,2,1,40.0,4,1.0
0.0,2.8201755787000775,1,2.0,1,1,0,2.0,0,2,9.0,7,0.0
2.673913,3.138889,3,4.0,1,1,1,2.0,1,2,42.0,10,1.0
1.230769,3.0,1,2.0,1,0,0,2.0,1,2,37.0,9,0.0
2.340909,2.136364,2,2.0,1,0,0,2.0,1,1,32.6760710553814,5,1.0
3.52381,3.404762,3,8.0,1,1,0,2.0,0,7,32.6760710553814,4,1.0
0.0,0.0,1,2.0,1,1,0,2.0,1,1,28.0,1,0.0
3.3,2.727273,1,2.0,1,1,0,2.0,2,3,33.0,7,1.0
3.1,2.47619,1,2.0,1,1,0,2.0,1,1,19.0,7,1.0
3.0,3.275,1,2.0,1,1,0,2.0,1,2,24.0,9,1.0
3.934783,3.590909,4,4.0,1,1,1,2.0,1,3,48.0,8,1.0
4.083333,4.277778,3,4.0,0,0,1,2.0,2,3,32.6760710553814,9,0.0
1.809524,1.954545,1,2.0,1,1,0,2.0,2,7,18.0,9,1.0
0.944444,0.0,3,4.0,0,1,1,1.0,1,3,32.6760710553814,8,0.0
3.175,2.952381,3,4.0,0,1,1,2.0,1,3,32.6760710553814,9,1.0
0.0,2.8201755787000775,1,2.0,1,1,0,2.0,1,2,22.0,9,0.0
2.227273,2.590909,1,2.0,1,1,0,1.0,1,3,29.0,9,1.0
2.425,2.767857,3,4.0,0,1,1,2.0,2,3,32.6760710553814,4,1.0
4.166667,3.978261,1,2.0,0,0,0,1.0,2,4,32.6760710553814,9,0.0
2.92,1.777778,1,2.0,1,1,0,2.0,2,4,31.0,9,0.0
3.020833,2.130435,3,4.0,1,1,1,2.0,2,3,34.0,8,1.0
2.409091,2.826087,1,2.0,1,0,0,1.0,2,3,27.0,4,1.0
3.35,4.5,1,2.0,1,0,0,2.0,1,3,21.0,9,0.0
0.795455,2.8201755787000775,1,2.0,1,0,0,2.0,1,2,23.0,7,0.0
3.23913,3.25,1,2.0,1,1,0,2.0,2,2,46.0,9,1.0
3.108696,2.6,1,2.0,0,1,0,2.0,2,7,32.6760710553814,5,1.0
4.285714,4.16,4,4.0,1,1,1,2.0,1,1,50.0,8,1.0
4.264706,4.166667,1,2.0,1,1,0,1.0,2,3,32.6760710553814,9,1.0
2.104167,2.958333,3,4.0,1,1,1,2.0,1,2,48.0,8,1.0
3.565217,1.86,3,4.0,0,1,1,1.0,1,3,32.6760710553814,10,1.0
2.090909,1.53125,1,2.0,1,0,0,1.0,1,3,19.0,4,1.0
0.0,2.8201755787000775,1,2.0,1,0,0,1.0,1,2,18.0,9,0.0
2.045455,2.8201755787000775,1,2.0,1,1,0,2.0,2,1,28.0,9,0.0
4.166667,4.413043,3,2.0,1,1,0,2.0,2,6,32.6760710553814,9,0.0
2.047619,2.368421,1,2.0,1,1,0,1.0,0,3,29.0,9,1.0
3.130435,2.480769,1,1.0,1,0,0,2.0,1,1,28.0,9,1.0
2.525,3.388889,4,4.0,1,1,1,2.0,1,2,42.0,4,1.0
2.227273,1.394737,1,2.0,1,0,0,2.0,1,1,32.6760710553814,5,0.0
3.325,3.375,3,2.0,1,1,0,2.0,2,6,29.0,7,1.0
3.854167,3.791667,3,2.0,1,0,0,2.0,0,3,48.0,4,1.0
2.44,2.788462,3,4.0,0,1,1,1.0,2,3,32.6760710553814,8,1.0
3.263158,2.565217,1,2.0,1,1,0,2.0,1,2,32.6760710553814,8,1.0
3.217391,3.272727,1,2.0,1,0,0,1.0,1,2,27.0,9,1.0
2.47619,1.681818,1,2.0,1,1,0,2.0,0,4,29.0,4,1.0
4.0,3.884615,1,2.0,1,0,0,2.0,1,1,45.0,9,1.0
4.309524,4.142857,1,2.0,1,1,0,1.0,2,3,32.6760710553814,9,1.0
3.833333,3.28,1,2.0,1,1,0,2.0,2,7,46.0,8,1.0
4.0,4.083333,1,2.0,0,0,0,2.0,2,3,32.6760710553814,9,0.0
2.545455,1.025,3,2.0,1,1,0,2.0,1,2,32.6760710553814,8,0.0
1.54,0.3,1,2.0,1,1,0,2.0,1,1,26.0,9,1.0
4.113636,3.895833,3,4.0,0,1,1,2.0,2,3,32.6760710553814,10,1.0
4.021739,4.315789,1,2.0,1,1,0,1.0,2,3,30.0,9,1.0
2.928571,3.125,1,2.0,1,0,0,2.0,1,1,37.0,9,1.0
3.1,3.295455,3,4.0,0,1,1,2.0,1,4,32.6760710553814,7,1.0
2.071429,2.8201755787000775,3,2.0,1,0,0,2.0,2,2,21.0,8,0.0
4.065217,3.952381,3,4.0,1,1,1,2.0,1,3,47.0,4,1.0
3.88,3.788462,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
2.804348,3.25,3,2.0,1,1,0,2.0,1,1,21.0,8,1.0
3.0625,2.8201755787000775,1,2.0,1,0,0,2.0,2,2,34.0,9,0.0
2.475,1.586957,1,2.0,1,0,0,2.0,1,2,33.0,9,1.0
3.94,3.148148,3,4.0,0,0,1,2.0,2,3,32.6760710553814,10,1.0
2.44,1.636364,3,4.0,0,1,1,2.0,1,3,32.6760710553814,8,1.0
2.166667,2.033333,3,4.0,0,1,1,1.0,1,3,32.6760710553814,9,1.0
4.357143,4.409091,1,8.0,1,1,0,2.0,0,5,34.0,9,1.0
4.111111,3.5,1,2.0,1,0,0,2.0,2,4,47.0,10,1.0
3.23913,3.309524,3,4.0,1,1,1,1.0,2,1,26.0,8,1.0
2.478261,2.576923,3,4.0,0,1,1,2.0,1,4,32.6760710553814,7,1.0
2.565217,2.0,4,4.0,1,1,1,2.0,1,2,42.0,7,1.0
3.869565,2.782609,3,8.0,1,1,0,2.0,0,7,38.0,8,1.0
2.98,3.673077,3,4.0,0,0,1,2.0,2,3,32.6760710553814,10,1.0
3.684211,0.136364,1,2.0,1,1,0,2.0,2,3,29.0,9,0.0
3.82,4.083333,1,1.0,1,0,0,2.0,2,3,29.0,7,1.0
2.583333,2.875,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
3.652174,4.0,3,4.0,1,1,1,1.0,1,1,46.0,9,1.0
3.416667,3.886364,3,4.0,0,0,1,2.0,2,3,32.6760710553814,10,1.0
3.907407,4.25,4,4.0,0,0,1,2.0,1,3,48.0,8,1.0
0.0,2.8201755787000775,1,2.0,1,1,0,2.0,0,3,32.6760710553814,5,0.0
3.1875,4.020833,3,4.0,1,1,1,2.0,1,1,42.0,8,1.0
4.217391,4.24,3,4.0,0,1,1,1.0,1,3,32.6760710553814,9,1.0
4.285714,4.409091,1,2.0,1,0,0,2.0,1,4,45.0,9,1.0
0.214286,2.8201755787000775,1,2.0,1,1,0,2.0,1,1,18.0,7,0.0
1.956522,0.0,1,2.0,1,1,0,2.0,2,3,34.0,9,0.0
4.166667,4.309524,1,2.0,1,1,0,1.0,2,3,32.6760710553814,9,1.0
3.782609,3.227273,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
2.605263,1.880952,1,2.0,1,1,0,2.0,1,3,23.0,7,1.0
0.5,1.375,1,2.0,1,1,0,2.0,1,1,31.0,7,0.0
3.886364,4.333333,1,2.0,1,0,0,2.0,1,4,48.0,9,1.0
3.291667,3.863636,1,2.0,1,1,0,2.0,1,3,19.0,7,1.0
1.47619,1.333333,1,2.0,1,1,0,2.0,1,2,36.0,8,1.0
2.772727,2.678571,1,2.0,1,1,0,2.0,0,3,25.0,8,1.0
3.804348,4.096154,3,4.0,1,1,1,1.0,1,1,46.0,8,1.0
3.54,3.565217,3,4.0,0,1,1,1.0,1,3,32.6760710553814,8,1.0
4.2,3.956522,3,2.0,1,1,0,2.0,2,3,49.0,8,1.0
4.16,2.8201755787000775,3,2.0,1,1,0,2.0,2,7,48.0,4,0.0
3.3125,3.0,1,2.0,1,1,0,2.0,2,6,39.0,8,1.0
2.5,0.6,1,2.0,1,1,0,2.0,1,1,18.0,7,1.0
3.666667,2.892857,3,4.0,0,1,1,2.0,1,3,32.6760710553814,7,1.0
3.5,1.275,1,2.0,1,1,0,2.0,1,3,44.0,9,0.0
2.6875,1.294118,1,2.0,1,1,0,2.0,2,3,28.0,9,1.0
2.291667,0.0,3,2.0,1,1,0,2.0,1,2,18.0,7,1.0
3.142857,2.466667,1,2.0,1,0,0,2.0,1,2,21.0,9,1.0
0.0,2.8201755787000775,3,4.0,1,1,1,2.0,1,2,33.0,4,0.0
3.18,3.521739,1,2.0,1,1,0,2.0,1,2,31.0,7,1.0
3.934783,3.9,3,4.0,0,1,1,1.0,2,3,32.6760710553814,10,1.0
2.638889,2.038462,3,4.0,0,1,1,2.0,1,3,32.6760710553814,8,1.0
4.119048,3.386364,3,2.0,1,0,0,2.0,0,2,49.0,9,1.0
2.916667,2.980769,3,4.0,0,0,1,2.0,2,3,32.6760710553814,10,1.0
3.7,2.583333,1,2.0,1,1,0,2.0,1,3,27.0,9,1.0
3.68,3.454545,3,4.0,0,1,1,2.0,2,3,32.6760710553814,10,1.0
3.26087,3.4,1,2.0,1,0,0,2.0,1,1,34.0,9,1.0
2.588235,1.225,1,2.0,1,1,0,2.0,1,1,31.0,7,0.0
0.0,2.8201755787000775,1,2.0,1,1,0,2.0,0,3,39.0,4,0.0
3.818182,3.078947,1,2.0,1,1,0,2.0,2,1,35.0,9,1.0
0.0,0.0,1,2.0,1,1,0,2.0,1,3,19.0,9,1.0
3.785714,2.788462,3,2.0,1,0,0,2.0,2,6,35.0,8,1.0
2.434783,1.944444,3,4.0,1,1,1,2.0,1,1,39.0,4,1.0
3.086957,3.543478,4,4.0,1,1,1,2.0,1,3,46.0,8,0.0
3.38,3.038462,3,4.0,0,1,1,1.0,2,3,32.6760710553814,10,1.0
3.761905,3.818182,4,5.0,1,0,1,2.0,1,2,47.0,10,1.0
3.852941,2.222222,1,2.0,1,1,0,2.0,1,3,48.0,9,1.0
3.3,2.886364,1,2.0,1,1,0,2.0,2,6,36.0,8,0.0
3.769231,3.2,3,4.0,1,1,1,2.0,1,4,32.6760710553814,5,1.0
2.047619,1.725,3,2.0,1,1,0,2.0,1,1,32.6760710553814,7,1.0
4.214286,4.152174,1,2.0,1,0,0,2.0,2,4,49.0,9,1.0
2.0,2.416667,4,4.0,1,1,1,2.0,1,1,42.0,4,1.0
2.0,2.181818,3,2.0,1,1,0,2.0,1,6,29.0,4,1.0
3.117647,1.14,3,2.0,1,0,0,1.0,2,3,25.0,8,1.0
2.090909,1.0,1,2.0,1,0,0,2.0,1,1,41.0,9,1.0
3.543478,3.386364,3,4.0,0,1,1,2.0,2,3,32.6760710553814,4,1.0
3.326087,2.090909,1,2.0,1,0,0,2.0,0,3,32.0,9,1.0
2.545455,1.947368,1,2.0,1,0,0,2.0,1,3,22.0,9,1.0
3.421053,2.886364,1,2.0,1,0,0,2.0,1,3,19.0,9,1.0
4.340909,3.86,4,4.0,0,0,1,2.0,2,3,41.0,9,1.0
2.545455,0.732143,3,4.0,0,1,1,1.0,2,3,32.6760710553814,10,1.0
2.694444,2.269231,3,4.0,0,1,1,2.0,1,3,32.6760710553814,7,1.0
2.0625,0.0,1,2.0,1,1,0,2.0,1,2,32.6760710553814,9,1.0
3.652174,3.714286,1,2.0,1,0,0,1.0,2,4,17.0,9,1.0
2.25,2.068182,3,4.0,1,1,1,2.0,1,2,40.0,8,1.0
2.15,3.0,4,4.0,1,1,1,2.0,1,1,41.0,4,1.0
0.0,2.8201755787000775,1,2.0,1,1,0,2.0,1,3,32.6760710553814,5,0.0
3.388889,3.458333,3,4.0,1,1,1,2.0,1,3,32.6760710553814,8,1.0
0.722222,2.8201755787000775,1,2.0,1,1,0,2.0,1,1,21.0,7,0.0
2.8,2.980769,3,4.0,0,0,1,2.0,2,3,32.6760710553814,10,1.0
2.275,0.875,1,2.0,1,1,0,2.0,1,2,22.0,7,0.0
3.02,2.958333,1,1.0,1,0,0,2.0,1,1,20.0,9,1.0
3.5,3.477273,3,2.0,1,0,0,2.0,2,2,34.0,7,1.0
4.043478,4.0,3,4.0,1,1,1,2.0,1,3,43.0,8,1.0
2.826087,2.615385,3,4.0,0,1,1,2.0,1,3,32.6760710553814,8,1.0
0.97619,2.8201755787000775,1,2.0,1,1,0,2.0,2,2,25.0,8,0.0
3.4,3.391304,1,2.0,1,1,0,2.0,0,6,18.0,9,1.0
2.263158,1.727273,1,2.0,1,1,0,2.0,1,2,21.0,7,1.0
2.58,3.375,1,2.0,1,0,0,2.0,1,2,27.0,9,1.0
4.047619,3.529412,3,4.0,1,1,1,2.0,1,4,47.0,9,1.0
2.583333,1.525,3,4.0,0,1,1,2.0,1,3,43.0,7,1.0
2.833333,2.818182,1,2.0,1,1,0,2.0,1,1,32.0,7,1.0
2.5625,2.22,3,4.0,1,1,1,2.0,2,1,49.0,8,1.0
2.76,2.56,4,4.0,0,1,1,1.0,1,3,32.6760710553814,10,1.0
3.56,3.7,3,2.0,1,1,0,2.0,1,2,44.0,8,1.0
2.4375,3.227273,1,2.0,1,1,0,2.0,1,1,24.0,7,1.0
0.386364,2.8201755787000775,1,2.0,1,1,0,1.0,2,2,19.0,9,0.0
2.913043,3.153846,3,4.0,0,1,1,1.0,1,3,32.6760710553814,7,1.0
3.125,1.892857,1,2.0,1,1,0,2.0,2,3,28.0,9,1.0
4.25,3.571429,1,2.0,1,0,0,2.0,1,1,44.0,9,1.0
3.6,2.777778,1,2.0,1,1,0,2.0,1,1,38.0,9,1.0
3.270833,2.729167,3,4.0,0,0,1,2.0,1,3,32.6760710553814,10,1.0
3.5,3.928571,1,2.0,1,0,0,1.0,2,5,41.0,9,1.0
4.4,4.166667,3,4.0,0,1,1,2.0,1,3,32.6760710553814,7,1.0
4.0,3.238095,1,2.0,1,1,0,1.0,1,2,32.6760710553814,9,1.0
0.931818,2.8201755787000775,1,2.0,1,1,0,2.0,0,3,26.0,9,0.0
1.575,1.108696,3,2.0,1,1,0,2.0,1,3,21.0,4,0.0
2.16,1.166667,1,2.0,1,1,0,2.0,0,5,21.0,7,1.0
3.020833,2.961538,3,4.0,0,1,1,2.0,1,4,32.6760710553814,10,1.0
4.131579,3.90625,1,2.0,1,1,0,2.0,1,3,36.0,9,1.0
2.833333,1.883333,3,4.0,0,1,1,2.0,1,3,32.6760710553814,8,1.0
3.325,3.318182,3,4.0,0,1,1,2.0,1,3,32.6760710553814,4,1.0
1.157895,2.8201755787000775,1,2.0,1,1,0,2.0,1,3,32.6760710553814,7,0.0
3.347826,3.5,1,2.0,1,0,0,1.0,1,3,38.0,7,1.0
3.305556,3.673077,3,4.0,0,1,1,2.0,1,3,32.6760710553814,7,1.0
2.54,3.108696,1,2.0,1,1,0,2.0,1,2,12.0,7,1.0
3.269231,2.105263,1,2.0,1,0,0,1.0,1,2,28.0,9,1.0
0.0,2.8201755787000775,1,2.0,1,1,0,2.0,1,1,23.0,7,0.0
3.454545,3.346154,1,2.0,1,1,0,1.0,2,3,25.0,9,1.0
0.0,2.8201755787000775,1,2.0,1,1,0,2.0,1,2,29.0,9,0.0
2.630435,3.113636,4,4.0,1,1,1,2.0,1,3,36.0,8,1.0
1.4375,0.0,1,2.0,1,1,0,2.0,1,3,27.0,9,0.0
4.021739,3.880952,3,4.0,1,1,1,1.0,1,1,44.0,7,1.0
2.230769,1.785714,4,4.0,1,1,1,2.0,1,1,38.0,4,1.0
2.0,1.833333,1,2.0,1,1,0,2.0,1,3,21.0,7,1.0
3.73913,4.347826,4,4.0,1,1,1,1.0,1,2,49.0,7,1.0
0.5625,2.8201755787000775,1,2.0,1,0,0,2.0,1,3,15.0,9,0.0
4.357143,4.409091,1,2.0,1,0,0,2.0,2,4,42.0,9,1.0
3.804348,3.782609,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
4.130435,4.095238,3,2.0,1,0,0,2.0,2,3,44.0,8,1.0
2.714286,2.722222,1,2.0,1,1,0,2.0,1,6,25.0,9,0.0
2.869565,3.16,3,4.0,0,1,1,2.0,2,3,32.6760710553814,10,1.0
0.25,2.8201755787000775,1,2.0,1,1,0,3.0,1,2,27.0,9,0.0
1.857143,0.428571,1,2.0,1,0,0,2.0,2,1,24.0,7,1.0
2.184211,0.5625,1,2.0,1,1,0,2.0,1,1,18.0,9,1.0
1.805556,2.473684,3,4.0,1,1,1,2.0,1,2,37.0,8,1.0
3.766667,3.333333,1,2.0,1,0,0,2.0,2,5,32.6760710553814,5,1.0
4.058824,2.886364,3,4.0,0,0,1,2.0,1,3,32.6760710553814,10,1.0
3.895833,3.75,3,4.0,0,1,1,2.0,2,3,46.0,10,1.0
3.02,2.2,1,2.0,1,0,0,2.0,1,1,20.0,7,1.0
2.86,2.380952,3,2.0,1,1,0,2.0,1,2,24.0,4,1.0
3.0,2.5,1,2.0,1,1,0,2.0,2,2,26.0,7,1.0
2.18,1.566667,1,2.0,1,1,0,2.0,1,2,32.6760710553814,9,0.0
3.818182,1.75,1,2.0,1,0,0,2.0,2,3,19.0,10,1.0
3.73913,3.173077,3,4.0,0,1,1,1.0,2,3,32.6760710553814,8,1.0
3.145833,2.727273,3,2.0,1,1,0,2.0,1,1,31.0,8,0.0
4.1,4.047619,3,4.0,0,1,1,1.0,1,3,32.6760710553814,9,1.0
4.145833,3.5,1,2.0,1,1,0,2.0,0,2,34.0,9,1.0
3.804348,3.307692,3,4.0,0,1,1,1.0,2,3,32.6760710553814,10,1.0
0.736842,0.833333,1,2.0,1,0,0,2.0,1,1,20.0,9,1.0
4.16,4.0,1,2.0,1,1,0,2.0,1,1,30.0,9,1.0
3.395833,3.673913,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
2.815789,1.85,3,4.0,1,1,1,2.0,1,2,30.0,4,1.0
2.369565,1.78125,4,4.0,1,1,1,1.0,1,2,38.0,8,1.0
3.441176,1.363636,1,2.0,0,1,0,1.0,2,3,32.6760710553814,9,0.0
3.047619,2.772727,1,2.0,1,1,0,2.0,2,3,29.0,9,1.0
0.5,1.857143,1,2.0,1,0,0,2.0,1,2,42.0,9,0.0
3.875,4.0,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
0.0,0.0,1,2.0,1,1,0,1.0,0,2,27.0,9,0.0
3.5,3.25,1,2.0,1,0,0,1.0,0,7,32.0,10,1.0
4.428571,2.8201755787000775,1,2.0,1,1,0,1.0,2,3,32.6760710553814,9,0.0
3.02,3.18,4,4.0,1,1,1,2.0,1,3,45.0,8,1.0
3.1,3.0,3,2.0,1,1,0,2.0,1,1,30.0,9,1.0
3.479167,3.277778,3,2.0,1,0,0,2.0,2,6,42.0,8,1.0
3.673913,3.075,1,2.0,1,0,0,2.0,1,1,38.0,9,1.0
3.295455,3.159091,1,2.0,1,0,0,2.0,1,2,20.0,7,1.0
3.875,4.115385,3,4.0,0,0,1,2.0,2,3,32.6760710553814,10,1.0
1.956522,1.738095,4,4.0,1,1,1,1.0,1,1,36.0,8,1.0
3.22,2.857143,1,2.0,1,1,0,2.0,1,1,39.0,9,1.0
3.479167,3.285714,1,2.0,1,0,0,2.0,1,1,39.0,10,1.0
3.583333,1.666667,1,2.0,1,1,0,2.0,1,1,35.0,9,1.0
1.184211,0.136364,1,2.0,1,0,0,2.0,1,1,14.0,7,0.0
3.285714,3.526316,1,2.0,1,1,0,2.0,2,6,34.0,9,1.0
3.318182,3.565217,1,2.0,1,0,0,2.0,1,2,32.6760710553814,5,1.0
4.142857,4.074074,4,4.0,0,1,1,2.0,1,3,32.6760710553814,9,1.0
3.181818,2.727273,1,4.0,1,0,1,2.0,1,3,38.0,9,1.0
2.368421,2.8201755787000775,1,2.0,1,0,0,2.0,0,1,25.0,7,0.0
2.25,1.705882,3,2.0,1,1,0,2.0,1,2,35.0,10,1.0
0.26087,0.0,1,2.0,1,1,0,2.0,0,2,18.0,9,0.0
3.58,2.978261,1,2.0,1,1,0,2.0,1,1,36.0,7,1.0
2.75,2.384615,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
3.26087,2.461538,3,4.0,0,0,1,2.0,2,3,32.6760710553814,10,1.0
0.0,2.8201755787000775,1,4.0,1,1,1,2.0,0,2,6.0,7,0.0
4.4375,4.32,3,4.0,1,1,1,2.0,0,3,48.0,8,1.0
3.552632,3.78,3,4.0,0,1,1,2.0,2,3,32.6760710553814,8,1.0
1.928571,3.676471,1,2.0,1,1,0,2.0,1,3,22.0,9,1.0
2.717391,2.384615,3,4.0,0,1,1,1.0,2,3,32.6760710553814,8,1.0
2.0,2.2,1,2.0,1,1,0,2.0,1,1,32.6760710553814,9,1.0
1.75,0.727273,3,2.0,1,0,0,2.0,1,2,17.0,9,1.0
0.681818,2.8201755787000775,1,2.0,1,1,0,2.0,1,1,16.0,7,0.0
4.238095,4.086957,1,2.0,1,0,0,2.0,2,3,35.0,9,1.0
0.0,0.0,1,2.0,1,0,0,2.0,1,2,27.0,9,0.0
3.708333,4.0,1,2.0,1,0,0,2.0,1,1,46.0,9,1.0
2.416667,2.125,3,4.0,0,1,1,2.0,1,3,32.6760710553814,3,1.0
2.652174,3.466667,1,2.0,1,1,0,1.0,1,1,20.0,9,1.0
2.66,0.8,1,2.0,1,1,0,2.0,1,2,26.0,9,0.0
1.833333,2.8201755787000775,3,4.0,1,0,1,1.0,1,1,38.0,8,0.0
3.916667,4.166667,3,4.0,1,1,1,2.0,1,1,47.0,7,1.0
2.175,2.25,3,4.0,0,1,1,1.0,2,3,32.6760710553814,8,1.0
0.333333,2.8201755787000775,1,2.0,1,0,0,2.0,1,1,27.0,9,0.0
3.630435,3.416667,3,4.0,1,1,1,1.0,2,1,41.0,10,1.0
3.205882,2.973684,3,4.0,0,1,1,2.0,1,3,32.6760710553814,10,1.0
2.388889,2.692308,3,4.0,0,1,1,2.0,1,3,32.6760710553814,8,1.0
2.75,2.8201755787000775,1,2.0,1,1,0,2.0,1,3,20.0,9,0.0
4.043478,3.826923,3,4.0,0,1,1,1.0,2,3,32.6760710553814,7,1.0
3.1875,2.923077,3,2.0,1,1,0,2.0,2,4,23.0,4,1.0
3.75,3.045455,1,2.0,1,0,0,2.0,2,3,32.6760710553814,5,1.0
3.025,2.772727,3,4.0,0,1,1,1.0,1,4,32.6760710553814,8,1.0
4.347826,4.229167,4,4.0,0,1,1,1.0,2,5,32.6760710553814,9,1.0
2.6,1.825,3,2.0,1,1,0,2.0,1,1,32.0,3,1.0
2.68,2.190476,1,2.0,1,1,0,2.0,1,3,19.0,7,1.0
3.86,3.722222,1,2.0,1,1,0,2.0,0,3,28.0,9,1.0
3.52,3.568182,4,2.0,1,0,0,2.0,0,8,40.0,9,1.0
3.363636,2.444444,3,4.0,0,1,1,1.0,1,3,32.6760710553814,7,1.0
3.586957,3.416667,3,4.0,1,1,1,1.0,1,2,42.0,8,1.0
2.891304,3.666667,3,4.0,1,1,1,2.0,2,3,26.0,8,1.0
2.0,0.0,3,4.0,1,1,1,2.0,2,1,40.0,8,1.0
1.9,2.590909,3,4.0,0,1,1,2.0,1,3,32.6760710553814,4,1.0
0.886364,0.0,1,2.0,1,1,0,2.0,1,2,35.0,9,0.0
2.75,2.958333,3,4.0,0,0,1,2.0,1,2,32.6760710553814,8,1.0
3.204545,2.8201755787000775,1,2.0,1,1,0,2.0,1,1,28.0,10,0.0
3.880952,3.894737,1,2.0,1,0,0,2.0,2,3,35.0,9,1.0
4.26087,3.954545,4,4.0,0,1,1,1.0,2,4,48.0,9,1.0
4.12,4.296296,3,4.0,0,0,1,1.0,2,3,48.0,10,1.0
